quad,39.254477,-76.711943
quad,39.254353,-76.712002
quad,39.254195,-76.712077
quad,39.254103,-76.712121
quad,39.254016,-76.712094
quad,39.253924,-76.71202
quad,39.253864,-76.711804
quad,39.253826,-76.711674
quad,39.253844,-76.711471
quad,39.254014,-76.711391
quad,39.254017,-76.711275
quad,39.254175,-76.711332
quad,39.254313,-76.711357
quad,39.254372,-76.711089
quad,39.25439,-76.711378
terrace,39.254812,-76.711218
terrace,39.254864,-76.711193
terrace,39.254914,-76.711167
terrace,39.254889,-76.711276
terrace,39.254938,-76.711252
terrace,39.25496,-76.711334
terrace,39.254986,-76.711416
terrace,39.255009,-76.711501
terrace,39.254958,-76.711524
terrace,39.255031,-76.711582
terrace,39.25498,-76.711609
terrace,39.25493,-76.711631
terrace,39.254878,-76.711653
terrace,39.255066,-76.7117
commons,39.255,-76.71167
commons,39.25519,-76.71175
commons,39.25525,-76.711724
commons,39.25531,-76.71169
commons,39.255368,-76.711667
commons,39.253551216021265, -76.71048916499826
commons,39.25349825306983, -76.71027056497064
commons,39.25354083113197, -76.71031348031349
commons,39.25355329299891, -76.71049050610273
commons,39.25354810055462, -76.7106514386384
commons,39.253668565163245, -76.71044356744649
commons,39.25380460684315, -76.71037785332776
commons,39.25385445411514, -76.71018741648503
commons,39.25396453337093, -76.71014584224665
commons,39.25396141792266, -76.71030141036447
commons,39.25407565093498, -76.71024776618592
commons,39.25406734308582, -76.71037651221445
commons,39.25410265143797, -76.71008951585915
commons,39.25404241953242, -76.70996613424849
commons,39.25396453337093, -76.7098427526378
commons,39.254076689421396, -76.71037785332533
commons,39.254443272281954, -76.7109290472666
commons,39.254362271135285, -76.71087272087911
commons,39.254308270318866, -76.71079493682022
commons,39.25426569272272, -76.71068228404523
commons,39.25427607750466, -76.71051330488278
commons,39.25433423225503, -76.71037919443638
commons,39.25436019418158, -76.71025044840785
commons,39.25449156138543, -76.7102551422716
commons,39.25455075443111, -76.71039729934479
commons,39.25447183035911, -76.71056225519385
commons,39.25440017553254, -76.71061321716348
commons,39.25442302200693, -76.71075269202773
commons,39.254532061895766, -76.71068563680454
commons,39.25462137063078, -76.71060785274562
commons,39.25472833326836, -76.71055152635815
commons,39.25486437289866, -76.7104200981077
commons,39.254982758310604, -76.71032353858631
commons,39.2549599120186, -76.71022966127383
commons,39.254936027250814, -76.71014383058814
commons,39.25488514228365, -76.70997887473908
commons,39.25479168000281, -76.70993998270961
physics,39.25414574838266, -76.70970193665727
physics,39.254137440541804, -76.70984677593938
physics,39.254243365439024, -76.71000904957951
physics,39.25430152021652, -76.70993931214738
physics,39.254340982359494, -76.71005330602682
physics,39.25442406048264, -76.7100318483554
physics,39.254510253935024, -76.7100023440584
physics,39.25459748575114, -76.70996345202896
physics,39.25467537120955, -76.7099245599995
physics,39.254765718237046, -76.7098481170446
physics,39.25479375694476, -76.70977167409015
physics,39.25473144869037, -76.70919499915249
physics,39.25476571824165, -76.70945450287681
physics,39.25484568045255, -76.70958995442766
physics,39.254627082239146, -76.70882083098688
physics,39.25454192740823, -76.70865855734675
physics,39.25452531181942, -76.70846275609502
physics,39.25444223381625, -76.70829780024594
physics,39.25435210558732, -76.70872459927575
physics,39.2544704918642, -76.70908535637656
physics,39.254153756201745, -76.70902634778014
physics,39.25396890652688, -76.70905585207588
physics,39.254035878980766, -76.70911462949354
physics,39.254115842024284, -76.7092359994536
physics,39.25417659310661, -76.70937949763612
physics,39.254200997372706, -76.70951763139591
pup,39.25501388479792, -76.70976440855695
pup,39.25507203893633, -76.70947338888828
pup,39.255021154067855, -76.70930440972583
pup,39.25496715375804, -76.70912470172269
pup,39.254920422687846, -76.70895706366468
pup,39.25487265311724, -76.7087854022933
pup,39.2548840762784, -76.7086593384737
pup,39.25506061580481, -76.7085882599222
pup,39.25491419187174, -76.7085158402721
pup,39.254758421398215, -76.70812423776567
pup,39.25527730755992, -76.70872596626324
pup,39.25532974993791, -76.70890232151007
pup,39.25537024996408, -76.70905788962789
pup,39.25541646150519, -76.70920943444041
pup,39.25546371147502, -76.70937774305064
pup,39.25544709610391, -76.70956482713184
parking,39.2526816204899, -76.70865555826259
parking,39.25295163042269, -76.70886477056511
parking,39.25309234672892, -76.70896937671998
parking,39.253237216722106, -76.70907398286816
parking,39.25335820111588, -76.70915981356009
parking,39.25347399284726, -76.70924899700879
parking,39.2535705723503, -76.7092892301427
parking,39.25327927570024, -76.70933683935257
parking,39.25327148700481, -76.7096687627198
parking,39.253437645690006, -76.70979482654485
parking,39.25358459194723, -76.70990613821647
parking,39.25376009626375, -76.7100342136986
parking,39.25357083429574, -76.70929381995143
parking,39.253660663498714, -76.70913422852021
parking,39.25359491489848, -76.7088530651758
parking,39.25334463879165, -76.70864921729499
parking,39.253110983888185, -76.70844918468151
parking,39.25375712594569, -76.70888905557526
parking,39.253828781429384, -76.7086610678164
parking,39.254104060885965, -76.70836699576559
parking,39.25405836772188, -76.7083529141687
parking,39.254111849490506, -76.70820136936428
parking,39.25396023116474, -76.70829926998913
parking,39.25372595477962, -76.70793672081622
parking,39.25354837340367, -76.70775433060912
parking,39.253365079872985, -76.7078649717293
parking,39.2532622740098, -76.70822392112517
parking,39.253449721770856, -76.70835266715618
parking,39.25357849446028, -76.70840362913034
parking,39.25369584355664, -76.70858803099412
parking,39.253652762368844, -76.70748881459231
parking,39.25370260974361, -76.70724071025556
parking,39.253816843177596, -76.70717097282343
parking,39.25365483934476, -76.7074861323816
parking,39.25380749681413, -76.70773155449851
parking,39.254052578861426, -76.70799709318521
